year,player,career_hr
2005,Luis Gonzalez,289
2005,Andruw Jones,278
2005,Jeromy Burnitz,274
2005,Vladimir Guerrero,268
2005,Bernie Williams,267
2005,Todd Helton,266
2005,Shawn Green,261
2005,Craig Biggio,249
2005,Richie Sexson,219
2005,Brian Giles,207
2005,Miguel Tejada,203
2005,Derrek Lee,202
2005,Albert Pujols,201
2005,Garret Anderson,194
2005,Bobby Abreu,187
2005,Paul Konerko,185
2005,Carlos Lee,184
2005,Troy Glaus,184
2005,Ivan Rodriguez,182
2005,Eric Chavez,177
2005,Derek Jeter,169
2005,Jermaine Dye,164
2005,Preston Wilson,164
2005,Ryan Klesko,161
2005,Adrian Beltre,159
2005,Alfonso Soriano,159
2005,Carlos Beltran,155
2005,Lance Berkman,155
2005,Aramis Ramirez,146
2005,Pat Burrell,141
2005,Ray Durham,141
2005,Jorge Posada,140
2005,Mike Lowell,131
2005,Johnny Damon,127
2005,Carl Everett,125
2005,Mike Sweeney,125
2005,Jacque Jones,123
2005,Cliff Floyd,119
2005,David Ortiz,119
2005,Geoff Jenkins,114
2005,Adam Dunn,112
2005,Jose Guillen,110
2005,Juan Encarnacion,108
2005,Mark Teixeira,107
2005,Vernon Wells,107
2005,Darin Erstad,106
2005,Jason Varitek,105
2005,Joe Randa,105
2005,Sean Casey,105
2005,Dmitri Young,103
2005,David Bell,95
2005,Matt Lawton,94
2005,Shannon Stewart,89
2005,Royce Clayton,87
2005,Edgar Renteria,86
2005,Hank Blalock,86
2005,Aubrey Huff,85
2005,Mark Kotsay,85
2005,Brad Wilkerson,82
2005,Aaron Boone,80
2005,Melvin Mora,80
2005,Raul Ibanez,78
2005,Jay Gibbons,77
2005,Shea Hillenbrand,71
2005,Hideki Matsui,70
2005,Michael Young,69
2005,Casey Blake,68
2005,Mark Grudzielanek,67
2005,Eric Hinske,66
2005,Miguel Cabrera,66
2005,Omar Vizquel,62
2005,Travis Hafner,61
2005,Jimmy Rollins,59
2005,Randy Winn,59
2005,Jason Kendall,56
2005,Orlando Cabrera,56
2005,Rafael Furcal,53
2005,Ronnie Belliard,53
2005,Ichiro Suzuki,52
2005,Kevin Millar,52
2005,Placido Polanco,52
2005,Neifi Perez,51
2006,Frank Thomas,689
2006,Alex Rodriguez,459
2006,Jim Thome,455
2006,Manny Ramirez,451
2006,Carlos Delgado,395
2006,Jason Giambi,332
2006,Andruw Jones,319
2006,Luis Gonzalez,304
2006,Vladimir Guerrero,301
2006,Todd Helton,281
2006,Shawn Green,276
2006,Craig Biggio,270
2006,Richie Sexson,253
2006,Albert Pujols,250
2006,Miguel Tejada,227
2006,Troy Glaus,222
2006,Brian Giles,221
2006,Carlos Lee,221
2006,Paul Konerko,220
2006,Scott Rolen,218
2006,Garret Anderson,211
2006,Jermaine Dye,208
2006,Alfonso Soriano,205
2006,Bobby Abreu,202
2006,Lance Berkman,200
2006,Eric Chavez,199
2006,Magglio Ordonez,198
2006,Carlos Beltran,196
2006,Ivan Rodriguez,195
2006,Nomar Garciaparra,185
2006,Adrian Beltre,184
2006,Aramis Ramirez,184
2006,Derek Jeter,183
2006,Preston Wilson,181
2006,David Ortiz,173
2006,Pat Burrell,170
2006,Ray Durham,167
2006,Jorge Posada,163
2006,Mike Cameron,160
2006,Adam Dunn,152
2006,Johnny Damon,151
2006,Mike Lowell,151
2006,Jacque Jones,150
2006,Mark Teixeira,140
2006,Jeff Conine,139
2006,Vernon Wells,139
2006,Torii Hunter,136
2006,Geoff Jenkins,131
2006,Juan Encarnacion,127
2006,Kenny Lofton,118
2006,Raul Ibanez,111
2006,Aubrey Huff,106
2006,David Bell,105
2006,Travis Hafner,103
2006,Hank Blalock,102
2006,Edgar Renteria,100
2006,Melvin Mora,96
2006,Jose Vidro,92
2006,Mark Kotsay,92
2006,Miguel Cabrera,92
2006,Shea Hillenbrand,92
2006,Royce Clayton,89
2006,Jimmy Rollins,84
2006,Michael Young,83
2006,Mark Grudzielanek,74
2006,Joe Crede,70
2006,Randy Winn,70
2006,Rafael Furcal,68
2006,Todd Walker,68
2006,Jason Bay,67
2006,Kevin Millar,67
2006,Omar Vizquel,66
2006,Ronnie Belliard,66
2006,Orlando Cabrera,65
2006,Pedro Feliz,64
2006,Jay Payton,63
2006,Scott Hatteberg,62
2006,Ichiro Suzuki,61
2006,Chase Utley,60
2006,Paul Lo Duca,60
2006,Ramon Hernandez,59
2006,Victor Martinez,59
2006,Ryan Howard,58
2006,Jason Kendall,57
2006,Lyle Overbay,57
2006,Justin Morneau,56
2006,Nick Swisher,56
2006,Chad Tracy,55
2006,Carlos Guillen,53
2006,David Wright,53
2006,Matt Holliday,53
2006,Adam LaRoche,52
2006,Bill Hall,52
2006,J.D. Drew,51
2006,Grady Sizemore,50
2007,Frank Thomas,715
2007,Alex Rodriguez,513
2007,Jim Thome,490
2007,Ken Griffey Jr.,486
2007,Manny Ramirez,471
2007,Gary Sheffield,447
2007,Carlos Delgado,419
2007,Andruw Jones,345
2007,Chipper Jones,339
2007,Jeff Kent,328
2007,Vladimir Guerrero,328
2007,Luis Gonzalez,319
2007,Todd Helton,298
2007,Albert Pujols,282
2007,Craig Biggio,280
2007,Carlos Lee,253
2007,Paul Konerko,251
2007,Miguel Tejada,245
2007,Alfonso Soriano,238
2007,Jermaine Dye,236
2007,Brian Giles,234
2007,Lance Berkman,234
2007,Carlos Beltran,229
2007,Magglio Ordonez,226
2007,Derrek Lee,224
2007,Bobby Abreu,218
2007,Adrian Beltre,210
2007,Aramis Ramirez,210
2007,David Ortiz,208
2007,Ivan Rodriguez,206
2007,Pat Burrell,200
2007,Derek Jeter,195
2007,Adam Dunn,192
2007,Jorge Posada,183
2007,Mike Cameron,181
2007,Ray Durham,178
2007,Mike Lowell,172
2007,Mark Teixeira,170
2007,Torii Hunter,164
2007,Johnny Damon,163
2007,Vernon Wells,155
2007,Jose Guillen,133
2007,Raul Ibanez,132
2007,Travis Hafner,127
2007,Miguel Cabrera,126
2007,Kenny Lofton,125
2007,Jason Varitek,122
2007,Aubrey Huff,121
2007,Dmitri Young,116
2007,Jimmy Rollins,114
2007,Edgar Renteria,112
2007,Melvin Mora,110
2007,Ryan Howard,105
2007,Shannon Stewart,101
2007,Jose Vidro,98
2007,Hideki Matsui,95
2007,Michael Young,92
2007,Carlos Pena,91
2007,Matt Holliday,89
2007,Jason Bay,88
2007,Justin Morneau,87
2007,Casey Blake,86
2007,Tony Pena,85
2007,Kevin Millar,84
2007,Pedro Feliz,84
2007,Randy Winn,84
2007,Victor Martinez,84
2007,David Wright,83
2007,Chase Utley,82
2007,Nick Swisher,78
2007,Prince Fielder,78
2007,Ronnie Belliard,77
2007,Carlos Guillen,74
2007,Grady Sizemore,74
2007,Rafael Furcal,74
2007,Adam LaRoche,73
2007,Orlando Cabrera,73
2007,Omar Vizquel,70
2007,Eric Byrnes,67
2007,Garrett Atkins,67
2007,Ichiro Suzuki,67
2007,Bill Hall,66
2007,Juan Uribe,65
2007,Aaron Rowand,64
2007,J.D. Drew,62
2007,Placido Polanco,61
2007,Carl Crawford,60
2007,Gary Matthews Jr.,60
2007,Jason Kendall,60
2007,Dan Uggla,58
2007,Jhonny Peralta,58
2007,Brandon Inge,57
2007,Adrian Gonzalez,54
2007,A.J. Pierzynski,52
2007,Jack Wilson,52
2007,Brad Hawpe,51
2007,Ty Wigginton,50
2008,Alex Rodriguez,548
2008,Jim Thome,524
2008,Manny Ramirez,508
2008,Ken Griffey Jr.,504
2008,Carlos Delgado,457
2008,Jason Giambi,364
2008,Chipper Jones,361
2008,Vladimir Guerrero,355
2008,Albert Pujols,319
2008,Paul Konerko,273
2008,Jermaine Dye,270
2008,Alfonso Soriano,267
2008,Lance Berkman,263
2008,Miguel Tejada,258
2008,Carlos Beltran,256
2008,Troy Glaus,249
2008,Magglio Ordonez,247
2008,Brian Giles,246
2008,Derrek Lee,244
2008,Bobby Abreu,238
2008,Aramis Ramirez,237
2008,Adrian Beltre,235
2008,Pat Burrell,233
2008,Adam Dunn,232
2008,Garret Anderson,226
2008,Derek Jeter,206
2008,Mike Cameron,206
2008,Mark Teixeira,203
2008,Torii Hunter,185
2008,Johnny Damon,180
2008,Miguel Cabrera,163
2008,Raul Ibanez,155
2008,Aubrey Huff,153
2008,Jose Guillen,153
2008,Ryan Howard,153
2008,Melvin Mora,133
2008,Jimmy Rollins,125
2008,Carlos Pena,122
2008,Edgar Renteria,122
2008,Jason Bay,119
2008,David Wright,116
2008,Chase Utley,115
2008,Matt Holliday,114
2008,Prince Fielder,112
2008,Justin Morneau,110
2008,Casey Blake,107
2008,Grady Sizemore,107
2008,Kevin Millar,104
2008,Michael Young,104
2008,Nick Swisher,102
2008,Adam LaRoche,98
2008,Randy Winn,94
2008,Adrian Gonzalez,90
2008,Dan Uggla,90
2008,Garrett Atkins,88
2008,Jhonny Peralta,81
2008,Orlando Cabrera,81
2008,Hanley Ramirez,79
2008,Aaron Rowand,77
2008,Brad Hawpe,76
2008,Ramon Hernandez,74
2008,Ichiro Suzuki,73
2008,Lyle Overbay,72
2008,Placido Polanco,69
2008,Brandon Phillips,68
2008,A.J. Pierzynski,65
2008,Curtis Granderson,64
2008,Jason Kendall,62
2008,Robinson Cano,62
2008,Jack Cust,59
2008,Jeff Francoeur,59
2008,Nick Markakis,59
2008,Brian Roberts,58
2008,Kevin Youkilis,58
2008,Jorge Cantu,57
2008,Chris Young,54
2008,Jose Reyes,54
2008,Mike Jacobs,52
2008,J.J. Hardy,50
2009,Alex Rodriguez,578
2009,Chipper Jones,379
2009,Albert Pujols,366
2009,Todd Helton,313
2009,Paul Konerko,301
2009,Jermaine Dye,297
2009,Lance Berkman,288
2009,Alfonso Soriano,287
2009,Carlos Lee,279
2009,Derrek Lee,279
2009,Miguel Tejada,272
2009,Adam Dunn,270
2009,Magglio Ordonez,256
2009,Bobby Abreu,253
2009,Mark Teixeira,242
2009,Garret Anderson,239
2009,David Ortiz,236
2009,Mike Cameron,230
2009,Scott Rolen,229
2009,Derek Jeter,224
2009,Torii Hunter,207
2009,Johnny Damon,204
2009,Ryan Howard,198
2009,Miguel Cabrera,197
2009,Raul Ibanez,189
2009,Vernon Wells,170
2009,Aubrey Huff,168
2009,Carlos Pena,161
2009,Prince Fielder,158
2009,Jason Bay,155
2009,Chase Utley,146
2009,Jimmy Rollins,146
2009,Justin Morneau,140
2009,Matt Holliday,138
2009,Nick Swisher,131
2009,Adrian Gonzalez,130
2009,Edgar Renteria,127
2009,David Wright,126
2009,Michael Young,126
2009,Casey Blake,125
2009,Grady Sizemore,125
2009,Adam LaRoche,123
2009,Hideki Matsui,123
2009,Dan Uggla,121
2009,Victor Martinez,107
2009,Hanley Ramirez,103
2009,Brad Hawpe,99
2009,Pedro Feliz,96
2009,Randy Winn,96
2009,Curtis Granderson,94
2009,Aaron Rowand,92
2009,Jhonny Peralta,92
2009,Orlando Cabrera,90
2009,Brandon Phillips,88
2009,Robinson Cano,87
2009,J.D. Drew,86
2009,Kevin Youkilis,85
2009,Brandon Inge,84
2009,Ichiro Suzuki,84
2009,Jack Cust,84
2009,Rafael Furcal,83
2009,Placido Polanco,79
2009,A.J. Pierzynski,78
2009,Nick Markakis,77
2009,Ryan Zimmerman,77
2009,Carl Crawford,75
2009,Brian Roberts,74
2009,Jeff Francoeur,74
2009,Jorge Cantu,73
2009,Mark Reynolds,72
2009,Michael Cuddyer,72
2009,Josh Willingham,71
2009,Bengie Molina,69
2009,Ian Kinsler,69
2009,Ryan Braun,69
2009,Mark DeRosa,67
2009,Alex Rios,66
2009,Andre Ethier,64
2009,Jason Kendall,64
2009,Jose Lopez,63
2009,Brian McCann,62
2009,Adam Kennedy,60
2009,Evan Longoria,60
2009,Aaron Hill,59
2009,Joe Mauer,59
2009,Kevin Kouzmanoff,59
2009,Ryan Ludwick,59
2009,Felipe Lopez,58
2009,Troy Tulowitzki,56
2009,Orlando Hudson,55
2009,Cristian Guzman,53
2009,Hunter Pence,50
2010,Alex Rodriguez,608
2010,Albert Pujols,408
2010,Vladimir Guerrero,384
2010,Paul Konerko,340
2010,Alfonso Soriano,311
2010,Adam Dunn,308
2010,Carlos Lee,303
2010,Derrek Lee,298
2010,Miguel Tejada,287
2010,Mark Teixeira,275
2010,Bobby Abreu,273
2010,David Ortiz,268
2010,Adrian Beltre,263
2010,Aramis Ramirez,262
2010,Scott Rolen,249
2010,Miguel Cabrera,235
2010,Derek Jeter,234
2010,Torii Hunter,230
2010,Ryan Howard,229
2010,Johnny Damon,212
2010,Raul Ibanez,205
2010,Vernon Wells,201
2010,Aubrey Huff,194
2010,Prince Fielder,190
2010,Carlos Pena,189
2010,Alex Gonzalez,184
2010,Jose Guillen,172
2010,Matt Holliday,166
2010,Chase Utley,162
2010,Adrian Gonzalez,161
2010,Nick Swisher,160
2010,David Wright,155
2010,Dan Uggla,154
2010,Adam LaRoche,148
2010,Michael Young,147
2010,Hideki Matsui,144
2010,Casey Blake,142
2010,Victor Martinez,127
2010,Hanley Ramirez,124
2010,Curtis Granderson,118
2010,Robinson Cano,116
2010,J.D. Drew,108
2010,Jhonny Peralta,107
2010,Brandon Phillips,106
2010,Mark Reynolds,104
2010,Ryan Zimmerman,102
2010,Brandon Inge,97
2010,Carl Crawford,94
2010,Orlando Cabrera,94
2010,Ryan Braun,94
2010,Lyle Overbay,92
2010,Ichiro Suzuki,90
2010,Juan Uribe,89
2010,Nick Markakis,89
2010,A.J. Pierzynski,87
2010,Alex Rios,87
2010,Andre Ethier,87
2010,Jeff Francoeur,87
2010,Joey Votto,86
2010,Michael Cuddyer,86
2010,Aaron Hill,85
2010,Placido Polanco,85
2010,Jorge Cantu,84
2010,Brian McCann,83
2010,Troy Tulowitzki,83
2010,Evan Longoria,82
2010,Chris Young,81
2010,Ryan Ludwick,76
2010,Corey Hart,75
2010,Hunter Pence,75
2010,Kevin Kouzmanoff,75
2010,Luke Scott,75
2010,Jose Lopez,73
2010,Matt Kemp,72
2010,Ty Wigginton,72
2010,Jason Kubel,69
2010,Jose Bautista,69
2010,Joe Mauer,68
2010,Jose Reyes,65
2010,Josh Hamilton,64
2010,Jayson Werth,63
2010,Carlos Quentin,62
2010,Melvin Upton Jr.,62
2010,Orlando Hudson,61
2010,Cody Ross,60
2010,Stephen Drew,60
2010,Rickie Weeks Jr.,59
2010,Adam Lind,58
2010,Alexei Ramirez,54
2010,Kelly Johnson,54
2010,Shane Victorino,54
2011,Albert Pujols,445
2011,Chipper Jones,397
2011,Vladimir Guerrero,397
2011,Paul Konerko,371
2011,Alfonso Soriano,337
2011,Carlos Lee,321
2011,Lance Berkman,319
2011,Mark Teixeira,314
2011,David Ortiz,297
2011,Adrian Beltre,295
2011,Aramis Ramirez,288
2011,Bobby Abreu,281
2011,Carlos Beltran,278
2011,Miguel Cabrera,265
2011,Ryan Howard,262
2011,Torii Hunter,253
2011,Derek Jeter,240
2011,Johnny Damon,228
2011,Prince Fielder,228
2011,Vernon Wells,226
2011,Raul Ibanez,225
2011,Carlos Pena,217
2011,Aubrey Huff,206
2011,Alex Gonzalez,199
2011,Dan Uggla,190
2011,Adrian Gonzalez,188
2011,Matt Holliday,188
2011,Nick Swisher,183
2011,Jason Bay,167
2011,Jimmy Rollins,162
2011,Curtis Granderson,159
2011,Michael Young,158
2011,Hideki Matsui,156
2011,Robinson Cano,144
2011,Mark Reynolds,141
2011,Victor Martinez,139
2011,Jhonny Peralta,128
2011,Ryan Braun,127
2011,Brandon Phillips,124
2011,Joey Votto,115
2011,Evan Longoria,113
2011,Troy Tulowitzki,113
2011,Jose Bautista,112
2011,Matt Kemp,111
2011,Brian McCann,107
2011,Jeff Francoeur,107
2011,Michael Cuddyer,106
2011,Carl Crawford,105
2011,Nick Markakis,104
2011,Kevin Youkilis,102
2011,Chris Young,101
2011,Corey Hart,101
2011,Ian Kinsler,101
2011,Alex Rios,100
2011,Josh Willingham,100
2011,Andre Ethier,98
2011,Hunter Pence,97
2011,Ichiro Suzuki,95
2011,Aaron Hill,93
2011,Placido Polanco,90
2011,Josh Hamilton,89
2011,Ryan Ludwick,89
2011,Melvin Upton Jr.,85
2011,Adam Lind,84
2011,Jayson Werth,83
2011,J.J. Hardy,80
2011,Rickie Weeks Jr.,79
2011,Kelly Johnson,75
2011,Justin Upton,74
2011,Adam Jones,72
2011,Jose Reyes,72
2011,Shane Victorino,71
2011,Alexei Ramirez,69
2011,Nelson Cruz,62
2011,Dustin Pedroia,61
2011,Carlos Gonzalez,60
2011,David DeJesus,59
2011,Edwin Encarnacion,59
2011,Yuniesky Betancourt,59
2011,Ben Zobrist,57
2011,Jay Bruce,57
2011,Delmon Young,56
2011,Billy Butler,55
2011,Alex Gordon,54
2011,Colby Rasmus,53
2011,Melky Cabrera,50
2012,Alex Rodriguez,626
2012,Albert Pujols,475
2012,Paul Konerko,397
2012,Alfonso Soriano,369
2012,Adam Dunn,349
2012,Mark Teixeira,338
2012,Adrian Beltre,331
2012,Carlos Lee,330
2012,Aramis Ramirez,315
2012,Carlos Beltran,310
2012,Miguel Cabrera,309
2012,Torii Hunter,269
2012,Prince Fielder,258
2012,Derek Jeter,255
2012,Carlos Pena,236
2012,Matt Holliday,215
2012,Dan Uggla,209
2012,Nick Swisher,207
2012,Adrian Gonzalez,206
2012,Curtis Granderson,202
2012,Jimmy Rollins,185
2012,Adam LaRoche,181
2012,Robinson Cano,177
2012,David Wright,176
2012,Ryan Braun,168
2012,Michael Young,166
2012,Mark Reynolds,164
2012,Justin Morneau,159
2012,Hanley Ramirez,148
2012,Brandon Phillips,142
2012,Jhonny Peralta,141
2012,Josh Willingham,135
2012,Josh Hamilton,132
2012,Corey Hart,131
2012,Ryan Zimmerman,127
2012,Alex Rios,125
2012,Jeff Francoeur,123
2012,Hunter Pence,121
2012,Kevin Youkilis,121
2012,Ian Kinsler,120
2012,Aaron Hill,119
2012,Andre Ethier,118
2012,A.J. Pierzynski,114
2012,Melvin Upton Jr.,113
2012,Adam Jones,104
2012,Ichiro Suzuki,104
2012,J.J. Hardy,102
2012,Edwin Encarnacion,101
2012,Rickie Weeks Jr.,100
2012,Jason Kubel,99
2012,Jay Bruce,91
2012,Justin Upton,91
2012,Kelly Johnson,91
2012,Rafael Furcal,88
2012,Nelson Cruz,86
2012,Billy Butler,84
2012,Jose Reyes,83
2012,Carlos Gonzalez,82
2012,Cody Ross,82
2012,Shane Victorino,82
2012,Alexei Ramirez,78
2012,Joe Mauer,78
2012,Ben Zobrist,77
2012,Colby Rasmus,76
2012,Dustin Pedroia,76
2012,Delmon Young,74
2012,Andrew McCutchen,70
2012,Alex Gordon,68
2012,David DeJesus,68
2012,Mark Trumbo,61
2012,Shin-Soo Choo,58
2012,Coco Crisp,56
2012,Kendrys Morales,56
2012,Matt Wieters,56
2012,Chase Headley,54
2012,Drew Stubbs,51
2012,Ike Davis,51
2013,Paul Konerko,409
2013,Alfonso Soriano,403
2013,Adam Dunn,383
2013,Adrian Beltre,361
2013,Miguel Cabrera,353
2013,Carlos Beltran,334
2013,David Ortiz,327
2013,Torii Hunter,286
2013,Prince Fielder,283
2013,Matt Holliday,237
2013,Dan Uggla,231
2013,Nick Swisher,229
2013,Adrian Gonzalez,228
2013,Robinson Cano,204
2013,Adam LaRoche,201
2013,Jimmy Rollins,191
2013,Mark Reynolds,185
2013,Chase Utley,180
2013,Justin Morneau,176
2013,Michael Young,174
2013,Brandon Phillips,160
2013,Josh Hamilton,153
2013,Ryan Zimmerman,153
2013,Victor Martinez,153
2013,Hunter Pence,148
2013,Evan Longoria,145
2013,Alex Rios,143
2013,Jose Bautista,140
2013,Joey Votto,139
2013,Troy Tulowitzki,138
2013,Adam Jones,137
2013,Edwin Encarnacion,137
2013,Ian Kinsler,133
2013,A.J. Pierzynski,131
2013,Andre Ethier,130
2013,J.J. Hardy,127
2013,Michael Cuddyer,126
2013,Jay Bruce,121
2013,Justin Upton,118
2013,Nick Markakis,114
2013,Ichiro Suzuki,111
2013,Jayson Werth,108
2013,Adam Lind,107
2013,Billy Butler,99
2013,Shane Victorino,97
2013,Mark Trumbo,95
2013,Andrew McCutchen,91
2013,Ben Zobrist,89
2013,Joe Mauer,89
2013,Alex Gordon,88
2013,Chris Davis,86
2013,Dustin Pedroia,85
2013,Alexei Ramirez,84
2013,Kendrys Morales,79
2013,Shin-Soo Choo,79
2013,Coco Crisp,78
2013,Matt Wieters,78
2013,Chase Headley,67
2013,Freddie Freeman,67
2013,Pedro Alvarez,66
2013,Carlos Santana,65
2013,Ian Desmond,63
2013,Marlon Byrd,63
2013,Martin Prado,63
2013,Asdrubal Cabrera,61
2013,James Loney,61
2013,Yadier Molina,60
2013,Giancarlo Stanton,58
2013,Jacoby Ellsbury,58
2013,Nate McLouth,58
2013,Mike Trout,57
2013,Yunel Escobar,57
2013,Paul Goldschmidt,56
2013,Russell Martin,54
2013,Pablo Sandoval,52
2013,Eric Hosmer,50
2014,Albert Pujols,503
2014,Adam Dunn,405
2014,Adrian Beltre,380
2014,Miguel Cabrera,378
2014,David Ortiz,362
2014,Mark Teixeira,360
2014,Aramis Ramirez,330
2014,Torii Hunter,303
2014,Ryan Howard,285
2014,Derek Jeter,259
2014,Matt Holliday,257
2014,Adrian Gonzalez,255
2014,Adam LaRoche,227
2014,Curtis Granderson,222
2014,Robinson Cano,218
2014,Jimmy Rollins,208
2014,Justin Morneau,193
2014,Chase Utley,191
2014,Ryan Braun,187
2014,Victor Martinez,185
2014,David Wright,184
2014,Jose Bautista,175
2014,Edwin Encarnacion,171
2014,Hunter Pence,168
2014,Evan Longoria,167
2014,Adam Jones,166
2014,Jhonny Peralta,162
2014,Hanley Ramirez,161
2014,Ian Kinsler,150
2014,Alex Rios,147
2014,Justin Upton,147
2014,Jay Bruce,139
2014,J.J. Hardy,136
2014,Matt Kemp,136
2014,Brian McCann,130
2014,Aaron Hill,129
2014,Nick Markakis,128
2014,Nelson Cruz,126
2014,Melvin Upton Jr.,125
2014,Jayson Werth,124
2014,Andrew McCutchen,116
2014,Chris Davis,112
2014,Billy Butler,108
2014,Alex Gordon,107
2014,Alexei Ramirez,99
2014,Ben Zobrist,99
2014,Giancarlo Stanton,95
2014,Joe Mauer,93
2014,Mike Trout,93
2014,Carlos Santana,92
2014,Dustin Pedroia,92
2014,Jose Reyes,92
2014,Shin-Soo Choo,92
2014,Marlon Byrd,88
2014,Coco Crisp,87
2014,Ian Desmond,87
2014,Freddie Freeman,85
2014,Chase Headley,80
2014,Asdrubal Cabrera,75
2014,Martin Prado,75
2014,Jacoby Ellsbury,74
2014,Yoenis Cespedes,71
2014,James Loney,70
2014,Pablo Sandoval,68
2014,Kyle Seager,67
2014,Chris Carter,66
2014,Melky Cabrera,66
2014,Neil Walker,65
2014,Yunel Escobar,64
2014,Garrett Jones,63
2014,Buster Posey,61
2014,Eric Hosmer,59
2014,Howie Kendrick,56
2014,Jason Heyward,56
2014,Anthony Rizzo,55
2014,Brandon Moss,55
2014,Carlos Gomez,54
2014,Josh Donaldson,53
2014,Kurt Suzuki,52
2014,Starlin Castro,51
2015,Alex Rodriguez,659
2015,Albert Pujols,543
2015,David Ortiz,399
2015,Adrian Beltre,398
2015,Miguel Cabrera,396
2015,Carlos Beltran,353
2015,Aramis Ramirez,347
2015,Torii Hunter,325
2015,Ryan Howard,308
2015,Prince Fielder,306
2015,Adrian Gonzalez,283
2015,Curtis Granderson,248
2015,Robinson Cano,239
2015,Jimmy Rollins,221
2015,Jose Bautista,215
2015,Ryan Braun,212
2015,Edwin Encarnacion,210
2015,Adam Jones,193
2015,Evan Longoria,188
2015,Jhonny Peralta,179
2015,Justin Upton,173
2015,Brandon Phillips,172
2015,Nelson Cruz,170
2015,Joey Votto,168
2015,Jay Bruce,165
2015,Ian Kinsler,161
2015,Chris Davis,159
2015,Matt Kemp,159
2015,Brian McCann,156
2015,Troy Tulowitzki,155
2015,Andrew McCutchen,139
2015,Mike Trout,134
2015,Nick Markakis,131
2015,Adam Lind,127
2015,Billy Butler,123
2015,Carlos Gonzalez,122
2015,Mark Trumbo,117
2015,Shin-Soo Choo,114
2015,Ben Zobrist,112
2015,Carlos Santana,111
2015,Marlon Byrd,111
2015,Alexei Ramirez,109
2015,Ian Desmond,106
2015,Yoenis Cespedes,106
2015,Joe Mauer,103
2015,Kendrys Morales,101
2015,Jose Reyes,99
2015,Josh Donaldson,94
2015,Kyle Seager,93
2015,Chase Headley,91
2015,Asdrubal Cabrera,90
2015,Paul Goldschmidt,89
2015,Anthony Rizzo,86
2015,Martin Prado,84
2015,Todd Frazier,83
2015,Neil Walker,81
2015,Buster Posey,80
2015,Melky Cabrera,78
2015,Pablo Sandoval,78
2015,Eric Hosmer,77
2015,Russell Martin,77
2015,Brandon Moss,74
2015,Yunel Escobar,73
2015,Brian Dozier,69
2015,Jason Heyward,69
2015,Jose Abreu,66
2015,Bryce Harper,64
2015,Yadier Molina,64
2015,Mitch Moreland,62
2015,Starlin Castro,62
2015,Lucas Duda,57
2015,Austin Jackson,55
2015,Daniel Murphy,54
2015,Mike Moustakas,54
2015,Brett Gardner,53
2015,Dexter Fowler,53
2015,Josh Reddick,52
2015,Nolan Arenado,52
2015,Michael Brantley,51
2015,Salvador Perez,51
2015,Trevor Plouffe,50
2016,Albert Pujols,574
2016,David Ortiz,437
2016,Miguel Cabrera,434
2016,Adrian Beltre,430
2016,Carlos Beltran,382
2016,Adrian Gonzalez,301
2016,Curtis Granderson,278
2016,Robinson Cano,278
2016,Edwin Encarnacion,252
2016,Ryan Braun,242
2016,Jose Bautista,237
2016,Evan Longoria,224
2016,Adam Jones,222
2016,Nelson Cruz,213
2016,Victor Martinez,212
2016,Chase Utley,205
2016,Justin Upton,204
2016,Jay Bruce,198
2016,Chris Davis,197
2016,Joey Votto,197
2016,Matt Kemp,194
2016,Hanley Ramirez,191
2016,Ian Kinsler,189
2016,Brandon Phillips,183
2016,Troy Tulowitzki,179
2016,Mark Trumbo,164
2016,Andrew McCutchen,163
2016,Mike Trout,163
2016,Carlos Gonzalez,147
2016,Carlos Santana,145
2016,Jayson Werth,145
2016,Melvin Upton Jr.,145
2016,Nick Markakis,144
2016,Yoenis Cespedes,137
2016,Josh Donaldson,131
2016,Kendrys Morales,131
2016,Ben Zobrist,130
2016,Ian Desmond,128
2016,Alex Gordon,124
2016,Kyle Seager,123
2016,Todd Frazier,123
2016,Freddie Freeman,119
2016,Anthony Rizzo,118
2016,Alexei Ramirez,115
2016,Joe Mauer,114
2016,Asdrubal Cabrera,113
2016,Paul Goldschmidt,113
2016,Brian Dozier,111
2016,Chris Carter,107
2016,Dustin Pedroia,107
2016,Chase Headley,105
2016,Eric Hosmer,102
2016,Russell Martin,97
2016,Buster Posey,94
2016,Nolan Arenado,93
2016,Martin Prado,92
2016,Melky Cabrera,92
2016,Jose Abreu,91
2016,Bryce Harper,88
2016,Manny Machado,86
2016,Mitch Moreland,84
2016,Jacoby Ellsbury,83
2016,Mike Napoli,83
2016,Starlin Castro,83
2016,Daniel Murphy,79
2016,Yunel Escobar,78
2016,Jason Heyward,76
2016,Salvador Perez,73
2016,Yadier Molina,72
2016,Jason Kipnis,69
2016,Matt Carpenter,68
2016,Dexter Fowler,66
2016,Charlie Blackmon,65
2016,Kris Bryant,65
2016,Howie Kendrick,64
2016,Khris Davis,64
2016,Danny Espinosa,62
2016,Kole Calhoun,61
2016,Brett Gardner,60
2016,J.D. Martinez,60
2016,Jose Altuve,58
2016,Jonathan Lucroy,55
2016,Starling Marte,53
2016,Brandon Belt,52
2016,Brandon Crawford,52
2017,Albert Pujols,597
2017,Miguel Cabrera,450
2017,Carlos Beltran,396
2017,Curtis Granderson,304
2017,Robinson Cano,301
2017,Edwin Encarnacion,290
2017,Jose Bautista,260
